2019-01-29 16:34:28,612 charges_calc.py:61  DEBUG Logger level set to: DEBUG
2019-01-29 16:34:29,186 charges_calc.py:88  ERROR Load failed, non-conforming data: #911, {'product_code': 'PRD55', 'units_rented': 6, 'price_per_day': 20, 'rental_start': '10/14/16', 'rental_end': '1/17/16', 'total_days': -271, 'total_price': -5420}
2019-01-29 16:34:29,186 charges_calc.py:88  ERROR Load failed, non-conforming data: #912, {'product_code': 'PRD54', 'units_rented': 6, 'price_per_day': 22, 'rental_start': '11/20/18', 'rental_end': '9/5/16', 'total_days': -806, 'total_price': -17732}
2019-01-29 16:34:29,187 charges_calc.py:86  DEBUG Load success: #913, {'product_code': 'PRD33', 'units_rented': 9, 'price_per_day': 7, 'rental_start': '1/30/16', 'rental_end': '5/26/17', 'total_days': 482, 'total_price': 3374, 'sqrt_total_price': 58.08614292583042, 'unit_cost': 374.8888888888889}
2019-01-29 16:34:29,187 charges_calc.py:88  ERROR Load failed, non-conforming data: #914, {'product_code': 'PRD56', 'units_rented': 3, 'price_per_day': 38, 'rental_start': '7/4/18', 'rental_end': '7/3/16', 'total_days': -731, 'total_price': -27778}
2019-01-29 16:34:29,187 charges_calc.py:88  ERROR Load failed, non-conforming data: #915, {'product_code': 'PRD35', 'units_rented': 1, 'price_per_day': 16, 'rental_start': '8/9/18', 'rental_end': '12/19/17', 'total_days': -233, 'total_price': -3728}
2019-01-29 16:34:29,187 charges_calc.py:86  DEBUG Load success: #916, {'product_code': 'PRD81', 'units_rented': 2, 'price_per_day': 25, 'rental_start': '3/6/16', 'rental_end': '12/8/18', 'total_days': 1007, 'total_price': 25175, 'sqrt_total_price': 158.6663165262243, 'unit_cost': 12587.5}
2019-01-29 16:34:29,188 charges_calc.py:88  ERROR Load failed, non-conforming data: #917, {'product_code': 'PRD75', 'units_rented': 5, 'price_per_day': 33, 'rental_start': '2/17/17', 'rental_end': '5/30/16', 'total_days': -263, 'total_price': -8679}
2019-01-29 16:34:29,188 charges_calc.py:88  ERROR Load failed, non-conforming data: #918, {'product_code': 'PRD0', 'units_rented': 2, 'price_per_day': 39, 'rental_start': '8/10/18', 'rental_end': '7/20/18', 'total_days': -21, 'total_price': -819}
2019-01-29 16:34:29,188 charges_calc.py:88  ERROR Load failed, non-conforming data: #919, {'product_code': 'PRD2', 'units_rented': 7, 'price_per_day': 17, 'rental_start': '4/17/18', 'rental_end': '2/25/17', 'total_days': -416, 'total_price': -7072}
2019-01-29 16:34:29,189 charges_calc.py:86  DEBUG Load success: #920, {'product_code': 'PRD9', 'units_rented': 7, 'price_per_day': 34, 'rental_start': '2/17/16', 'rental_end': '12/25/18', 'total_days': 1042, 'total_price': 35428, 'sqrt_total_price': 188.22327167489146, 'unit_cost': 5061.142857142857}
2019-01-29 16:34:29,189 charges_calc.py:86  DEBUG Load success: #921, {'product_code': 'PRD81', 'units_rented': 4, 'price_per_day': 30, 'rental_start': '3/11/17', 'rental_end': '7/11/18', 'total_days': 487, 'total_price': 14610, 'sqrt_total_price': 120.87183294713455, 'unit_cost': 3652.5}
2019-01-29 16:34:29,189 charges_calc.py:88  ERROR Load failed, non-conforming data: #922, {'product_code': 'PRD3', 'units_rented': 6, 'price_per_day': 5, 'rental_start': '1/20/18', 'rental_end': '6/13/17', 'total_days': -221, 'total_price': -1105}
2019-01-29 16:34:29,190 charges_calc.py:86  DEBUG Load success: #923, {'product_code': 'PRD47', 'units_rented': 10, 'price_per_day': 23, 'rental_start': '11/15/16', 'rental_end': '9/10/17',
'total_days': 299, 'total_price': 6877, 'sqrt_total_price': 82.92767933567175, 'unit_cost': 687.7}
2019-01-29 16:34:29,190 charges_calc.py:88  ERROR Load failed, non-conforming data: #924, {'product_code': 'PRD79', 'units_rented': 9, 'price_per_day': 31, 'rental_start': '5/12/18', 'rental_end': '4/3/16', 'total_days': -769, 'total_price': -23839}
2019-01-29 16:34:29,190 charges_calc.py:86  DEBUG Load success: #925, {'product_code': 'PRD72', 'units_rented': 10, 'price_per_day': 31, 'rental_start': '1/15/17', 'rental_end': '6/26/18', 'total_days': 527, 'total_price': 16337, 'sqrt_total_price': 127.81627439414747, 'unit_cost': 1633.7}
2019-01-29 16:34:29,190 charges_calc.py:88  ERROR Load failed, non-conforming data: #926, {'product_code': 'PRD44', 'units_rented': 8, 'price_per_day': 37, 'rental_start': '9/8/17', 'rental_end': '4/12/17', 'total_days': -149, 'total_price': -5513}
2019-01-29 16:34:29,191 charges_calc.py:88  ERROR Load failed, non-conforming data: #927, {'product_code': 'PRD61', 'units_rented': 3, 'price_per_day': 19, 'rental_start': '8/17/17', 'rental_end': '7/18/17', 'total_days': -30, 'total_price': -570}
2019-01-29 16:34:29,191 charges_calc.py:88  ERROR Load failed, non-conforming data: #928, {'product_code': 'PRD66', 'units_rented': 3, 'price_per_day': 11, 'rental_start': '10/10/17', 'rental_end': '4/1/16', 'total_days': -557, 'total_price': -6127}
2019-01-29 16:34:29,192 charges_calc.py:86  DEBUG Load success: #929, {'product_code': 'PRD40', 'units_rented': 10, 'price_per_day': 8, 'rental_start': '12/6/16', 'rental_end': '12/2/17', 'total_days': 361, 'total_price': 2888, 'sqrt_total_price': 53.74011537017761, 'unit_cost': 288.8}
2019-01-29 16:34:29,192 charges_calc.py:88  ERROR Load failed, non-conforming data: #930, {'product_code': 'PRD50', 'units_rented': 4, 'price_per_day': 32, 'rental_start': '1/11/17', 'rental_end': '8/4/16', 'total_days': -160, 'total_price': -5120}
2019-01-29 16:34:29,192 charges_calc.py:88  ERROR Load failed, non-conforming data: #931, {'product_code': 'PRD94', 'units_rented': 5, 'price_per_day': 38, 'rental_start': '3/17/18', 'rental_end': '11/24/16', 'total_days': -478, 'total_price': -18164}
2019-01-29 16:34:29,193 charges_calc.py:88  ERROR Load failed, non-conforming data: #932, {'product_code': 'PRD63', 'units_rented': 3, 'price_per_day': 40, 'rental_start': '5/15/18', 'rental_end': '4/30/16', 'total_days': -745, 'total_price': -29800}
2019-01-29 16:34:29,194 charges_calc.py:86  DEBUG Load success: #933, {'product_code': 'PRD57', 'units_rented': 8, 'price_per_day': 7, 'rental_start': '4/4/16', 'rental_end': '7/31/16', 'total_days': 118, 'total_price': 826, 'sqrt_total_price': 28.74021572639983, 'unit_cost': 103.25}
2019-01-29 16:34:29,194 charges_calc.py:86  DEBUG Load success: #934, {'product_code': 'PRD6', 'units_rented': 10, 'price_per_day': 36, 'rental_start': '10/21/16', 'rental_end': '12/15/18',
'total_days': 785, 'total_price': 28260, 'sqrt_total_price': 168.1071087134628, 'unit_cost': 2826.0}
2019-01-29 16:34:29,194 charges_calc.py:88  ERROR Load failed, non-conforming data: #935, {'product_code': 'PRD97', 'units_rented': 5, 'price_per_day': 20, 'rental_start': '3/2/18', 'rental_end': '2/21/18', 'total_days': -9, 'total_price': -180}
2019-01-29 16:34:29,195 charges_calc.py:86  DEBUG Load success: #936, {'product_code': 'PRD82', 'units_rented': 5, 'price_per_day': 29, 'rental_start': '9/30/16', 'rental_end': '3/11/17', 'total_days': 162, 'total_price': 4698, 'sqrt_total_price': 68.54195795277518, 'unit_cost': 939.6}
2019-01-29 16:34:29,195 charges_calc.py:88  ERROR Load failed, non-conforming data: #937, {'product_code': 'PRD57', 'units_rented': 10, 'price_per_day': 19, 'rental_start': '3/27/17', 'rental_end': '3/14/17', 'total_days': -13, 'total_price': -247}
2019-01-29 16:34:29,195 charges_calc.py:88  ERROR Load failed, non-conforming data: #938, {'product_code': 'PRD6', 'units_rented': 5, 'price_per_day': 36, 'rental_start': '6/30/17', 'rental_end': '8/7/16', 'total_days': -327, 'total_price': -11772}
2019-01-29 16:34:29,196 charges_calc.py:88  ERROR Load failed, non-conforming data: #939, {'product_code': 'PRD94', 'units_rented': 1, 'price_per_day': 33, 'rental_start': '12/10/17', 'rental_end': '3/23/16', 'total_days': -627, 'total_price': -20691}
2019-01-29 16:34:29,197 charges_calc.py:88  ERROR Load failed, non-conforming data: #940, {'product_code': 'PRD2', 'units_rented': 6, 'price_per_day': 13, 'rental_start': '10/23/16', 'rental_end': '10/15/16', 'total_days': -8, 'total_price': -104}
2019-01-29 16:34:29,200 charges_calc.py:86  DEBUG Load success: #941, {'product_code': 'PRD85', 'units_rented': 8, 'price_per_day': 40, 'rental_start': '8/25/16', 'rental_end': '3/27/17', 'total_days': 214, 'total_price': 8560, 'sqrt_total_price': 92.52026804976302, 'unit_cost': 1070.0}
2019-01-29 16:34:29,202 charges_calc.py:88  ERROR Load failed, non-conforming data: #942, {'product_code': 'PRD29', 'units_rented': 3, 'price_per_day': 35, 'rental_start': '4/7/17', 'rental_end': '2/21/17', 'total_days': -45, 'total_price': -1575}
2019-01-29 16:34:29,210 charges_calc.py:88  ERROR Load failed, non-conforming data: #943, {'product_code': 'PRD78', 'units_rented': 1, 'price_per_day': 35, 'rental_start': '7/19/17', 'rental_end': '2/10/16', 'total_days': -525, 'total_price': -18375}
2019-01-29 16:34:29,226 charges_calc.py:88  ERROR Load failed, non-conforming data: #944, {'product_code': 'PRD26', 'units_rented': 9, 'price_per_day': 18, 'rental_start': '7/19/18', 'rental_end': '7/22/17', 'total_days': -362, 'total_price': -6516}
2019-01-29 16:34:29,227 charges_calc.py:86  DEBUG Load success: #945, {'product_code': 'PRD94', 'units_rented': 5, 'price_per_day': 28, 'rental_start': '9/30/16', 'rental_end': '11/10/16', 'total_days': 41, 'total_price': 1148, 'sqrt_total_price': 33.88214869219483, 'unit_cost': 229.6}
2019-01-29 16:34:29,227 charges_calc.py:88  ERROR Load failed, non-conforming data: #946, {'product_code': 'PRD81', 'units_rented': 4, 'price_per_day': 39, 'rental_start': '11/12/17', 'rental_end': '8/19/17', 'total_days': -85, 'total_price': -3315}
2019-01-29 16:34:29,227 charges_calc.py:88  ERROR Load failed, non-conforming data: #947, {'product_code': 'PRD72', 'units_rented': 4, 'price_per_day': 8, 'rental_start': '11/26/16', 'rental_end': '9/11/16', 'total_days': -76, 'total_price': -608}
2019-01-29 16:34:29,227 charges_calc.py:88  ERROR Load failed, non-conforming data: #948, {'product_code': 'PRD90', 'units_rented': 8, 'price_per_day': 7, 'rental_start': '11/30/18', 'rental_end': '5/9/17', 'total_days': -570, 'total_price': -3990}
2019-01-29 16:34:29,227 charges_calc.py:88  ERROR Load failed, non-conforming data: #949, {'product_code': 'PRD50', 'units_rented': 4, 'price_per_day': 21, 'rental_start': '8/30/16', 'rental_end': '1/19/16', 'total_days': -224, 'total_price': -4704}
2019-01-29 16:34:29,228 charges_calc.py:86  DEBUG Load success: #950, {'product_code': 'PRD64', 'units_rented': 3, 'price_per_day': 11, 'rental_start': '7/25/17', 'rental_end': '10/6/18', 'total_days': 438, 'total_price': 4818, 'sqrt_total_price': 69.4118145563131, 'unit_cost': 1606.0}
2019-01-29 16:34:29,228 charges_calc.py:88  ERROR Load failed, non-conforming data: #951, {'product_code': 'PRD99', 'units_rented': 2, 'price_per_day': 5, 'rental_start': '8/27/18', 'rental_end': '12/16/16', 'total_days': -619, 'total_price': -3095}
2019-01-29 16:34:29,228 charges_calc.py:86  DEBUG Load success: #952, {'product_code': 'PRD70', 'units_rented': 7, 'price_per_day': 28, 'rental_start': '8/21/17', 'rental_end': '9/21/17', 'total_days': 31, 'total_price': 868, 'sqrt_total_price': 29.46183972531247, 'unit_cost': 124.0}
2019-01-29 16:34:29,228 charges_calc.py:86  DEBUG Load success: #953, {'product_code': 'PRD41', 'units_rented': 5, 'price_per_day': 38, 'rental_start': '3/17/16', 'rental_end': '11/16/18', 'total_days': 974, 'total_price': 37012, 'sqrt_total_price': 192.38503060269528, 'unit_cost': 7402.4}
2019-01-29 16:34:29,228 charges_calc.py:86  DEBUG Load success: #954, {'product_code': 'PRD27', 'units_rented': 3, 'price_per_day': 21, 'rental_start': '4/10/16', 'rental_end': '10/21/16', 'total_days': 194, 'total_price': 4074, 'sqrt_total_price': 63.82789358893179, 'unit_cost': 1358.0}
2019-01-29 16:34:29,229 charges_calc.py:88  ERROR Load failed, non-conforming data: #955, {'product_code': 'PRD74', 'units_rented': 7, 'price_per_day': 35, 'rental_start': '10/15/17', 'rental_end': '7/9/17', 'total_days': -98, 'total_price': -3430}
2019-01-29 16:34:29,229 charges_calc.py:88  ERROR Load failed, non-conforming data: #956, {'product_code': 'PRD43', 'units_rented': 6, 'price_per_day': 16, 'rental_start': '5/17/16', 'rental_end': '2/29/16', 'total_days': -78, 'total_price': -1248}
2019-01-29 16:34:29,229 charges_calc.py:88  ERROR Load failed, non-conforming data: #957, {'product_code': 'PRD28', 'units_rented': 9, 'price_per_day': 30, 'rental_start': '6/14/18', 'rental_end': '11/1/17', 'total_days': -225, 'total_price': -6750}
2019-01-29 16:34:29,229 charges_calc.py:88  ERROR Load failed, non-conforming data: #958, {'product_code': 'PRD82', 'units_rented': 10, 'price_per_day': 24, 'rental_start': '6/21/17', 'rental_end': '11/13/16', 'total_days': -220, 'total_price': -5280}
2019-01-29 16:34:29,230 charges_calc.py:88  ERROR Load failed, non-conforming data: #959, {'product_code': 'PRD92', 'units_rented': 1, 'price_per_day': 19, 'rental_start': '2/8/17', 'rental_end': '7/21/16', 'total_days': -202, 'total_price': -3838}
2019-01-29 16:34:29,230 charges_calc.py:88  ERROR Load failed, non-conforming data: #960, {'product_code': 'PRD30', 'units_rented': 6, 'price_per_day': 22, 'rental_start': '3/1/18', 'rental_end': '10/22/16', 'total_days': -495, 'total_price': -10890}
2019-01-29 16:34:29,230 charges_calc.py:88  ERROR Load failed, non-conforming data: #961, {'product_code': 'PRD67', 'units_rented': 2, 'price_per_day': 14, 'rental_start': '5/14/18', 'rental_end': '3/19/18', 'total_days': -56, 'total_price': -784}
2019-01-29 16:34:29,230 charges_calc.py:88  ERROR Load failed, non-conforming data: #962, {'product_code': 'PRD27', 'units_rented': 7, 'price_per_day': 19, 'rental_start': '8/20/17', 'rental_end': '6/25/17', 'total_days': -56, 'total_price': -1064}
2019-01-29 16:34:29,230 charges_calc.py:88  ERROR Load failed, non-conforming data: #963, {'product_code': 'PRD20', 'units_rented': 7, 'price_per_day': 16, 'rental_start': '1/16/17', 'rental_end': '12/13/16', 'total_days': -34, 'total_price': -544}
2019-01-29 16:34:29,231 charges_calc.py:86  DEBUG Load success: #964, {'product_code': 'PRD97', 'units_rented': 2, 'price_per_day': 11, 'rental_start': '1/25/16', 'rental_end': '3/26/16', 'total_days': 61, 'total_price': 671, 'sqrt_total_price': 25.903667693977237, 'unit_cost': 335.5}
2019-01-29 16:34:29,232 charges_calc.py:88  ERROR Load failed, non-conforming data: #965, {'product_code': 'PRD19', 'units_rented': 10, 'price_per_day': 30, 'rental_start': '12/15/17', 'rental_end': '10/13/17', 'total_days': -63, 'total_price': -1890}
2019-01-29 16:34:29,232 charges_calc.py:86  DEBUG Load success: #966, {'product_code': 'PRD60', 'units_rented': 9, 'price_per_day': 22, 'rental_start': '5/17/17', 'rental_end': '6/25/18', 'total_days': 404, 'total_price': 8888, 'sqrt_total_price': 94.27618999514141, 'unit_cost': 987.5555555555555}
2019-01-29 16:34:29,232 charges_calc.py:88  ERROR Load failed, non-conforming data: #967, {'product_code': 'PRD14', 'units_rented': 5, 'price_per_day': 26, 'rental_start': '10/18/18', 'rental_end': '4/6/17', 'total_days': -560, 'total_price': -14560}
2019-01-29 16:34:29,232 charges_calc.py:86  DEBUG Load success: #968, {'product_code': 'PRD82', 'units_rented': 7, 'price_per_day': 35, 'rental_start': '6/11/16', 'rental_end': '1/17/17', 'total_days': 220, 'total_price': 7700, 'sqrt_total_price': 87.74964387392122, 'unit_cost': 1100.0}
2019-01-29 16:34:29,233 charges_calc.py:88  ERROR Load failed, non-conforming data: #969, {'product_code': 'PRD77', 'units_rented': 1, 'price_per_day': 36, 'rental_start': '6/28/18', 'rental_end': '5/27/16', 'total_days': -762, 'total_price': -27432}
2019-01-29 16:34:29,233 charges_calc.py:88  ERROR Load failed, non-conforming data: #970, {'product_code': 'PRD61', 'units_rented': 1, 'price_per_day': 22, 'rental_start': '2/26/18', 'rental_end': '4/19/16', 'total_days': -678, 'total_price': -14916}
2019-01-29 16:34:29,233 charges_calc.py:88  ERROR Load failed, non-conforming data: #971, {'product_code': 'PRD78', 'units_rented': 5, 'price_per_day': 20, 'rental_start': '11/20/17', 'rental_end': '1/13/17', 'total_days': -311, 'total_price': -6220}
2019-01-29 16:34:29,234 charges_calc.py:86  DEBUG Load success: #972, {'product_code': 'PRD6', 'units_rented': 3, 'price_per_day': 40, 'rental_start': '4/2/17', 'rental_end': '8/24/18', 'total_days': 509, 'total_price': 20360, 'sqrt_total_price': 142.68847185389575, 'unit_cost': 6786.666666666667}
2019-01-29 16:34:29,234 charges_calc.py:86  DEBUG Load success: #973, {'product_code': 'PRD11', 'units_rented': 9, 'price_per_day': 14, 'rental_start': '9/13/17', 'rental_end': '4/28/18', 'total_days': 227, 'total_price': 3178, 'sqrt_total_price': 56.37375275782161, 'unit_cost': 353.1111111111111}
2019-01-29 16:34:29,234 charges_calc.py:88  ERROR Load failed, non-conforming data: #974, {'product_code': 'PRD66', 'units_rented': 6, 'price_per_day': 30, 'rental_start': '10/23/18', 'rental_end': '2/28/18', 'total_days': -237, 'total_price': -7110}
2019-01-29 16:34:29,235 charges_calc.py:86  DEBUG Load success: #975, {'product_code': 'PRD77', 'units_rented': 7, 'price_per_day': 39, 'rental_start': '5/9/16', 'rental_end': '5/26/16', 'total_days': 17, 'total_price': 663, 'sqrt_total_price': 25.748786379167466, 'unit_cost': 94.71428571428571}
2019-01-29 16:34:29,236 charges_calc.py:86  DEBUG Load success: #976, {'product_code': 'PRD42', 'units_rented': 5, 'price_per_day': 32, 'rental_start': '1/27/16', 'rental_end': '8/5/16', 'total_days': 191, 'total_price': 6112, 'sqrt_total_price': 78.17928114276826, 'unit_cost': 1222.4}
2019-01-29 16:34:29,236 charges_calc.py:88  ERROR Load failed, non-conforming data: #977, {'product_code': 'PRD23', 'units_rented': 8, 'price_per_day': 37, 'rental_start': '4/5/17', 'rental_end': '10/10/16', 'total_days': -177, 'total_price': -6549}
2019-01-29 16:34:29,237 charges_calc.py:86  DEBUG Load success: #978, {'product_code': 'PRD57', 'units_rented': 3, 'price_per_day': 39, 'rental_start': '1/4/16', 'rental_end': '11/15/16', 'total_days': 316, 'total_price': 12324, 'sqrt_total_price': 111.01351269102334, 'unit_cost': 4108.0}
2019-01-29 16:34:29,237 charges_calc.py:88  ERROR Load failed, non-conforming data: #979, {'product_code': 'PRD48', 'units_rented': 4, 'price_per_day': 5, 'rental_start': '9/23/17', 'rental_end': '4/16/16', 'total_days': -525, 'total_price': -2625}
2019-01-29 16:34:29,238 charges_calc.py:86  DEBUG Load success: #980, {'product_code': 'PRD66', 'units_rented': 5, 'price_per_day': 40, 'rental_start': '11/16/17', 'rental_end': '12/7/17', 'total_days': 21, 'total_price': 840, 'sqrt_total_price': 28.982753492378876, 'unit_cost': 168.0}
2019-01-29 16:34:29,238 charges_calc.py:86  DEBUG Load success: #981, {'product_code': 'PRD76', 'units_rented': 10, 'price_per_day': 18, 'rental_start': '2/28/17', 'rental_end': '2/2/18', 'total_days': 339, 'total_price': 6102, 'sqrt_total_price': 78.11529939774923, 'unit_cost': 610.2}
2019-01-29 16:34:29,238 charges_calc.py:88  ERROR Load failed, non-conforming data: #982, {'product_code': 'PRD39', 'units_rented': 10, 'price_per_day': 7, 'rental_start': '11/3/16', 'rental_end': '3/16/16', 'total_days': -232, 'total_price': -1624}
2019-01-29 16:34:29,238 charges_calc.py:88  ERROR Load failed, non-conforming data: #983, {'product_code': 'PRD46', 'units_rented': 2, 'price_per_day': 29, 'rental_start': '11/11/16', 'rental_end': '1/16/16', 'total_days': -300, 'total_price': -8700}
2019-01-29 16:34:29,239 charges_calc.py:86  DEBUG Load success: #984, {'product_code': 'PRD48', 'units_rented': 7, 'price_per_day': 17, 'rental_start': '10/8/17', 'rental_end': '11/26/18', 'total_days': 414, 'total_price': 7038, 'sqrt_total_price': 83.89278872465738, 'unit_cost': 1005.4285714285714}
2019-01-29 16:34:29,239 charges_calc.py:88  ERROR Load failed, non-conforming data: #985, {'product_code': 'PRD63', 'units_rented': 1, 'price_per_day': 14, 'rental_start': '11/8/16', 'rental_end': '6/30/16', 'total_days': -131, 'total_price': -1834}
2019-01-29 16:34:29,239 charges_calc.py:88  ERROR Load failed, non-conforming data: #986, {'product_code': 'PRD40', 'units_rented': 2, 'price_per_day': 31, 'rental_start': '11/20/18', 'rental_end': '3/11/16', 'total_days': -984, 'total_price': -30504}
2019-01-29 16:34:29,240 charges_calc.py:88  ERROR Load failed, non-conforming data: #987, {'product_code': 'PRD23', 'units_rented': 7, 'price_per_day': 34, 'rental_start': '9/10/17', 'rental_end': '2/28/16', 'total_days': -560, 'total_price': -19040}
2019-01-29 16:34:29,241 charges_calc.py:86  DEBUG Load success: #988, {'product_code': 'PRD66', 'units_rented': 10, 'price_per_day': 33, 'rental_start': '3/8/18', 'rental_end': '8/22/18', 'total_days': 167, 'total_price': 5511, 'sqrt_total_price': 74.23610981186985, 'unit_cost': 551.1}
2019-01-29 16:34:29,241 charges_calc.py:88  ERROR Load failed, non-conforming data: #989, {'product_code': 'PRD19', 'units_rented': 10, 'price_per_day': 30, 'rental_start': '10/25/18', 'rental_end': '4/7/16', 'total_days': -931, 'total_price': -27930}
2019-01-29 16:34:29,242 charges_calc.py:86  DEBUG Load success: #990, {'product_code': 'PRD9', 'units_rented': 9, 'price_per_day': 7, 'rental_start': '5/7/16', 'rental_end': '4/24/18', 'total_days': 717, 'total_price': 5019, 'sqrt_total_price': 70.84490101623405, 'unit_cost': 557.6666666666666}
2019-01-29 16:34:29,242 charges_calc.py:86  DEBUG Load success: #991, {'product_code': 'PRD71', 'units_rented': 9, 'price_per_day': 38, 'rental_start': '6/17/16', 'rental_end': '11/18/16', 'total_days': 154, 'total_price': 5852, 'sqrt_total_price': 76.49836599562111, 'unit_cost': 650.2222222222222}
2019-01-29 16:34:29,242 charges_calc.py:86  DEBUG Load success: #992, {'product_code': 'PRD68', 'units_rented': 5, 'price_per_day': 37, 'rental_start': '3/10/18', 'rental_end': '9/8/18', 'total_days': 182, 'total_price': 6734, 'sqrt_total_price': 82.06095295571457, 'unit_cost': 1346.8}
2019-01-29 16:34:29,242 charges_calc.py:86  DEBUG Load success: #993, {'product_code': 'PRD87', 'units_rented': 8, 'price_per_day': 24, 'rental_start': '5/26/16', 'rental_end': '12/10/17', 'total_days': 563, 'total_price': 13512, 'sqrt_total_price': 116.24112869376312, 'unit_cost': 1689.0}
2019-01-29 16:34:29,243 charges_calc.py:88  ERROR Load failed, non-conforming data: #994, {'product_code': 'PRD42', 'units_rented': 5, 'price_per_day': 30, 'rental_start': '6/4/17', 'rental_end': '1/2/17', 'total_days': -153, 'total_price': -4590}
2019-01-29 16:34:29,243 charges_calc.py:86  DEBUG Load success: #995, {'product_code': 'PRD0', 'units_rented': 10, 'price_per_day': 10, 'rental_start': '9/7/16', 'rental_end': '1/28/18', 'total_days': 508, 'total_price': 5080, 'sqrt_total_price': 71.27411872482185, 'unit_cost': 508.0}
2019-01-29 16:34:29,243 charges_calc.py:86  DEBUG Load success: #996, {'product_code': 'PRD4', 'units_rented': 6, 'price_per_day': 40, 'rental_start': '7/5/16', 'rental_end': '1/25/18', 'total_days': 569, 'total_price': 22760, 'sqrt_total_price': 150.86417732516887, 'unit_cost': 3793.3333333333335}
2019-01-29 16:34:29,244 charges_calc.py:86  DEBUG Load success: #997, {'product_code': 'PRD30', 'units_rented': 1, 'price_per_day': 11, 'rental_start': '4/25/16', 'rental_end': '1/29/18', 'total_days': 644, 'total_price': 7084, 'sqrt_total_price': 84.16650165000326, 'unit_cost': 7084.0}
2019-01-29 16:34:29,244 charges_calc.py:88  ERROR Load failed, non-conforming data: #998, {'product_code': 'PRD73', 'units_rented': 7, 'price_per_day': 30, 'rental_start': '9/2/18', 'rental_end': '4/14/16', 'total_days': -871, 'total_price': -26130}
2019-01-29 16:34:29,244 charges_calc.py:88  ERROR Load failed, non-conforming data: #999, {'product_code': 'PRD69', 'units_rented': 8, 'price_per_day': 36, 'rental_start': '10/12/18', 'rental_end': '10/2/16', 'total_days': -740, 'total_price': -26640}
2019-01-29 16:34:29,336 charges_calc.py:99  DEBUG Loaded source file

JJakubi@WABELHLP0650023 MINGW64 /c/Users/jjakubi/Documents/GitHub/py220BV201901/students/jjakub/lessons/lesson02/assignment (master)
$ cd code

JJakubi@WABELHLP0650023 MINGW64 /c/Users/jjakubi/Documents/GitHub/py220BV201901/students/jjakub/lessons/lesson02/assignment/code (master)
$ cd code
bash: cd: code: No such file or directory

JJakubi@WABELHLP0650023 MINGW64 /c/Users/jjakubi/Documents/GitHub/py220BV201901/students/jjakub/lessons/lesson02/assignment/code (master)
$ python charges_calc.py -i source.json -o output.json -d 3
2019-01-29 16:37:09,519 charges_calc.py:61  DEBUG Logger level set to: DEBUG
2019-01-29 16:37:09,519 charges_calc.py:69  DEBUG Loaded source file
2019-01-29 16:37:09,535 charges_calc.py:88  ERROR Load failed, non-conforming data: #1, {'product_code': 'PRD80', 'units_rented': 8, 'price_per_day': 31, 'rental_start': '6/12/17', 'rental_end': '3/22/17', 'total_days': -82, 'total_price': -2542}
2019-01-29 16:37:09,535 charges_calc.py:86  DEBUG Load success: #2, {'product_code': 'PRD11', 'units_rented': 1, 'price_per_day': 16, 'rental_start': '7/20/16', 'rental_end': '9/30/18', 'total_days': 802, 'total_price': 12832, 'sqrt_total_price': 113.27841806805037, 'unit_cost': 12832.0}
2019-01-29 16:37:09,535 charges_calc.py:86  DEBUG Load success: #3, {'product_code': 'PRD22', 'units_rented': 4, 'price_per_day': 40, 'rental_start': '2/1/16', 'rental_end': '6/4/17', 'total_days': 489, 'total_price': 19560, 'sqrt_total_price': 139.85706989637671, 'unit_cost': 4890.0}
2019-01-29 16:37:09,535 charges_calc.py:86  DEBUG Load success: #4, {'product_code': 'PRD86', 'units_rented': 6, 'price_per_day': 40, 'rental_start': '8/14/16', 'rental_end': '12/7/17', 'total_days': 480, 'total_price': 19200, 'sqrt_total_price': 138.5640646055102, 'unit_cost': 3200.0}
2019-01-29 16:37:09,535 charges_calc.py:86  DEBUG Load success: #5, {'product_code': 'PRD70', 'units_rented': 8, 'price_per_day': 7, 'rental_start': '7/12/17', 'rental_end': '11/23/18', 'total_days': 499, 'total_price': 3493, 'sqrt_total_price': 59.10160742314882, 'unit_cost': 436.625}
2019-01-29 16:37:09,535 charges_calc.py:88  ERROR Load failed, non-conforming data: #6, {'product_code': 'PRD51', 'units_rented': 8, 'price_per_day': 20, 'rental_start': '8/26/18', 'rental_end': '7/29/18', 'total_days': -28, 'total_price': -560}
2019-01-29 16:37:09,535 charges_calc.py:88  ERROR Load failed, non-conforming data: #7, {'product_code': 'PRD42', 'units_rented': 1, 'price_per_day': 16, 'rental_start': '7/10/17', 'rental_end': '5/31/17', 'total_days': -40, 'total_price': -640}
2019-01-29 16:37:09,551 charges_calc.py:88  ERROR Load failed, non-conforming data: #8, {'product_code': 'PRD32', 'units_rented': 3, 'price_per_day': 12, 'rental_start': '10/25/18', 'rental_end': '7/4/18', 'total_days': -113, 'total_price': -1356}
2019-01-29 16:37:09,551 charges_calc.py:88  ERROR Load failed, non-conforming data: #9, {'product_code': 'PRD13', 'units_rented': 9, 'price_per_day': 6, 'rental_start': '11/3/18', 'rental_end': '7/28/16', 'total_days': -828, 'total_price': -4968}
2019-01-29 16:37:09,551 charges_calc.py:88  ERROR Load failed, non-conforming data: #10, {'product_code': 'PRD22', 'units_rented': 6, 'price_per_day': 27, 'rental_start': '3/15/18', 'rental_end': '8/27/17', 'total_days': -200, 'total_price': -5400}
